SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,PricePerSqft,PropertyAge,ListingCategory
2811,3,3,Urban,2005,289475.1254,102.98,20,High-End
2839,2,2,Urban,1993,382177.9905,134.62,32,High-End
2809,3,2,Rural,1964,290711.3089,103.49,61,High-End
1383,5,1,Suburb,1985,236817.8635,171.23,40,Mid-Range
2612,2,2,Urban,1961,331421.2794,126.88,64,High-End
2257,3,2,Urban,2002,276848.4616,122.66,23,High-End
1965,3,1,Urban,2003,113664.2787,57.84,22,Budget
2737,2,1,Urban,1995,272211.7942,99.46,30,High-End
1484,5,2,Suburb,1994,160529.2614,108.17,31,Budget
2756,2,1,Suburb,1983,338335.0593,122.76,42,High-End
2797,5,1,Urban,1960,322756.9937,115.39,65,High-End
1038,4,2,Rural,1964,108835.1674,104.85,61,Budget
1010,5,3,Suburb,1952,173647.8405,171.93,73,Budget
1623,5,1,Urban,1976,139034.5172,85.67,49,Budget
1408,4,2,Suburb,2014,50538.04925,35.89,11,Budget
1107,3,1,Urban,1998,96375.76358,87.06,27,Budget
2117,3,3,Urban,1965,230738.1939,108.99,60,Mid-Range
2846,5,3,Suburb,2014,422379.3456,148.41,11,High-End
1083,4,2,Rural,1975,105460.363,97.38,50,Budget
1057,4,3,Urban,1969,170958.6783,161.74,56,Budget
2316,2,2,Urban,2008,224051.7174,96.74,17,Mid-Range
2039,5,2,Suburb,2003,179033.0396,87.8,22,Budget
1990,4,1,Rural,1953,274544.7329,137.96,72,High-End
2500,3,2,Suburb,2014,249261.7332,99.7,11,Mid-Range
1837,4,1,Urban,1951,217313.3712,118.3,74,Mid-Range
1604,4,1,Suburb,1954,204973.1611,127.79,71,Mid-Range
1968,4,1,Urban,2013,360562.1232,183.21,12,High-End
1164,4,1,Rural,1978,155787.9257,133.84,47,Budget
1436,3,2,Urban,1968,223975.5226,155.97,57,Mid-Range
1726,4,3,Rural,1951,162056.4586,93.89,74,Budget
2679,5,2,Urban,2013,285053.9324,106.4,12,High-End
2809,4,3,Suburb,2007,322587.0448,114.84,18,High-End
1402,3,2,Rural,1969,96623.39513,68.92,56,Budget
2963,5,1,Urban,2018,279019.5768,94.17,7,High-End
2409,4,1,Suburb,1967,271344.4765,112.64,58,High-End
2977,3,2,Urban,1998,327810.3658,110.11,27,High-End
2161,5,3,Suburb,2020,239871.2804,111,5,Mid-Range
1715,4,2,Suburb,2005,258808.558,150.91,20,Mid-Range
1813,4,2,Rural,1965,173105.6358,95.48,60,Budget
1721,4,3,Suburb,2012,214668.3587,124.73,13,Mid-Range
1530,5,1,Urban,1953,267108.8382,174.58,72,High-End
2829,2,1,Rural,1950,300859.135,106.35,75,High-End
1292,4,1,Suburb,1964,108932.4654,84.31,61,Budget
2498,3,3,Rural,1962,210826.3873,84.4,63,Mid-Range
2022,2,1,Rural,2013,174678.2194,86.39,12,Budget
2903,4,1,Urban,1950,347576.4691,119.73,75,High-End
1461,3,1,Urban,1958,138420.9649,94.74,67,Budget
2836,4,3,Urban,1993,279863.1227,98.68,32,High-End
2396,3,3,Suburb,1985,302631.9957,126.31,40,High-End
2185,4,1,Suburb,2014,228689.5247,104.66,11,Mid-Range
1641,3,2,Urban,1984,231489.1044,141.07,41,Mid-Range
1043,3,2,Suburb,1986,154394.6368,148.03,39,Budget
2888,2,1,Urban,1982,289870.0528,100.37,43,High-End
2106,2,3,Suburb,1964,275723.1089,130.92,61,High-End
1891,5,1,Rural,2017,187615.0805,99.21,8,Budget
1635,3,1,Rural,1959,225167.7258,137.72,66,Mid-Range
1538,3,2,Urban,1991,178907.1409,116.32,34,Budget
2839,2,2,Urban,1964,327154.7778,115.24,61,High-End
1861,5,1,Urban,2003,233695.4762,125.58,22,Mid-Range
1518,3,1,Urban,1994,190579.5574,125.55,31,Mid-Range
2434,4,3,Suburb,1984,279079.2874,114.66,41,High-End
2364,4,2,Suburb,1959,296020.9938,125.22,66,High-End
1710,5,1,Suburb,1963,173824.8405,101.65,62,Budget
2647,3,2,Urban,1985,276252.3673,104.36,40,High-End
1088,3,2,Suburb,1966,106557.6649,97.94,59,Budget
2663,2,1,Rural,1971,228334.6867,85.74,54,Mid-Range
2253,2,2,Rural,1958,207869.9582,92.26,67,Mid-Range
2041,3,1,Urban,1998,209657.1299,102.72,27,Mid-Range
2824,4,1,Suburb,1999,317042.7384,112.27,26,High-End
1672,2,3,Suburb,2004,230877.7865,138.08,21,Mid-Range
1863,4,2,Suburb,1959,150207.5661,80.63,66,Budget
1889,4,3,Rural,1966,132559.4992,70.17,59,Budget
2304,4,2,Rural,2016,298303.9443,129.47,9,High-End
2933,4,3,Rural,1994,306255.5885,104.42,31,High-End
1421,5,1,Urban,1975,30312.64334,21.33,50,Budget
2701,5,2,Suburb,1963,245237.6581,90.8,62,Mid-Range
2795,2,3,Urban,1967,253905.1328,90.84,58,Mid-Range
1875,3,1,Urban,1960,160810.7463,85.77,65,Budget
1701,5,1,Suburb,1994,203361.9618,119.55,31,Mid-Range
1337,3,2,Suburb,1951,118156.4824,88.37,74,Budget
1265,2,2,Urban,1974,207804.2557,164.27,51,Mid-Range
1802,4,3,Urban,1956,278015.8106,154.28,69,High-End
2378,3,1,Suburb,1963,276924.0841,116.45,62,High-End
1359,5,1,Urban,2011,78160.55859,57.51,14,Budget
2013,3,2,Urban,2006,245878.3451,122.15,19,Mid-Range
2814,5,1,Rural,1981,200346.499,71.2,44,Mid-Range
1216,3,3,Urban,2021,100206.9215,82.41,4,Budget
1320,5,1,Rural,1962,202121.9133,153.12,63,Mid-Range
1849,4,1,Rural,2016,233595.0049,126.34,9,Mid-Range
1718,3,1,Urban,2007,247183.1478,143.88,18,Mid-Range
2688,2,3,Rural,1977,301462.0844,112.15,48,High-End
1991,3,2,Rural,1979,185128.0097,92.98,46,Budget
2716,5,2,Rural,2015,358233.2491,131.9,10,High-End
2235,3,1,Rural,1962,298737.5848,133.66,63,High-End
2808,2,1,Urban,1983,365467.2744,130.15,42,High-End
1952,4,3,Urban,2007,256001.2469,131.15,18,Mid-Range
2226,3,3,Rural,2013,179719.248,80.74,12,Budget
1716,4,3,Urban,1998,179562.9183,104.64,27,Budget
1984,4,1,Urban,1980,228616.8734,115.23,45,Mid-Range
2939,4,2,Suburb,1988,368886.1931,125.51,37,High-End
1895,5,2,Suburb,1958,208190.7738,109.86,67,Mid-Range
2176,3,1,Rural,1978,159678.304,73.38,47,Budget
2705,3,1,Suburb,1969,277217.563,102.48,56,High-End
2452,2,3,Suburb,2002,276309.5121,112.69,23,High-End
2776,4,2,Suburb,2013,291873.6377,105.14,12,High-End
1286,5,2,Rural,2009,169779.1053,132.02,16,Budget
1756,5,1,Urban,2021,227852.2927,129.76,4,Mid-Range
2344,2,1,Rural,2014,261009.8911,111.35,11,High-End
2459,3,1,Urban,2003,242274.3954,98.53,22,Mid-Range
2615,3,3,Suburb,1981,288172.2249,110.2,44,High-End
1495,5,2,Rural,2002,146156.5052,97.76,23,Budget
2627,5,2,Rural,2014,275835.6275,105,11,High-End
2172,2,1,Rural,1991,264221.8303,121.65,34,High-End
1541,5,3,Urban,1977,229436.9886,148.89,48,Mid-Range
1634,5,2,Suburb,1979,176461.2913,107.99,46,Budget
2922,2,1,Urban,1961,263319.7401,90.12,64,High-End
2505,4,1,Urban,1976,270210.2186,107.87,49,High-End
2349,5,1,Rural,1959,201235.3775,85.67,66,Mid-Range
1938,3,2,Urban,2014,299088.9198,154.33,11,High-End
2052,4,3,Rural,1958,238532.4012,116.24,67,Mid-Range
2282,5,3,Rural,2006,224994.1665,98.6,19,Mid-Range
1697,4,1,Urban,1996,192751.3633,113.58,29,Mid-Range
2952,5,3,Rural,1973,347944.0277,117.87,52,High-End
1074,3,3,Urban,1999,83194.97606,77.46,26,Budget
2580,5,1,Rural,1955,267992.0215,103.87,70,High-End
2604,3,2,Urban,1979,294132.2465,112.95,46,High-End
1497,5,3,Rural,1964,200166.9258,133.71,61,Mid-Range
2439,5,2,Urban,1958,266365.8534,109.21,67,High-End
2902,4,3,Urban,1967,264190.8917,91.04,58,High-End
1721,2,1,Urban,2002,124518.9883,72.35,23,Budget
2774,3,2,Rural,1999,242582.8677,87.45,26,Mid-Range
2363,4,2,Suburb,1989,328851.063,139.17,36,High-End
1307,2,3,Urban,1983,162940.0653,124.67,42,Budget
1703,4,2,Rural,2021,206479.2377,121.24,4,Mid-Range
1883,3,3,Suburb,1978,176699.611,93.84,47,Budget
2638,2,2,Urban,1972,287412.196,108.95,53,High-End
2264,2,3,Rural,1972,305025.2068,134.73,53,High-End
1252,2,3,Suburb,2015,166870.5679,133.28,10,Budget
1935,3,1,Rural,2008,248493.5962,128.42,17,Mid-Range
2243,3,1,Urban,2013,289171.4511,128.92,12,High-End
1396,4,3,Rural,1997,95329.35421,68.29,28,Budget
1985,5,3,Urban,2009,210975.8157,106.29,16,Mid-Range
2359,5,3,Rural,1969,316104.7674,134,56,High-End
2752,5,1,Urban,2006,287345.5504,104.41,19,High-End
2737,5,1,Urban,1951,304457.8196,111.24,74,High-End
2052,4,2,Urban,1985,147537.0269,71.9,40,Budget
1493,3,3,Urban,1997,128788.385,86.26,28,Budget
1958,4,2,Suburb,2006,223175.2156,113.98,19,Mid-Range
2747,2,1,Urban,1998,385848.2944,140.46,27,High-End
2525,3,3,Suburb,1987,266155.1395,105.41,38,High-End
2177,3,2,Urban,1986,250480.6869,115.06,39,Mid-Range
1991,5,2,Suburb,1979,232484.7826,116.77,46,Mid-Range
2254,4,3,Rural,2002,297094.7384,131.81,23,High-End
1101,5,2,Rural,1954,101577.637,92.26,71,Budget
1826,3,2,Urban,1969,202848.5359,111.09,56,Mid-Range
1176,5,1,Rural,1985,105518.4509,89.73,40,Budget
2716,2,1,Rural,1978,247796.6177,91.24,47,Mid-Range
1983,3,2,Urban,1958,298927.8696,150.75,67,High-End
1926,2,2,Rural,2020,144364.1639,74.96,5,Budget
1231,3,3,Rural,2010,199192.4198,161.81,15,Mid-Range
1011,5,1,Urban,2010,53282.0981,52.7,15,Budget
2209,3,3,Suburb,2019,168221.9459,76.15,6,Budget
1760,3,3,Rural,1967,140135.207,79.62,58,Budget
1931,4,1,Rural,2021,82056.76257,42.49,4,Budget
1265,4,2,Urban,2005,130399.3991,103.08,20,Budget
2925,2,2,Urban,2009,387497.9527,132.48,16,High-End
2158,4,3,Rural,1985,257060.762,119.12,40,Mid-Range
1756,3,3,Rural,1982,161678.6767,92.07,43,Budget
2054,4,2,Urban,1998,231433.6438,112.67,27,Mid-Range
2882,5,3,Suburb,2017,235050.7924,81.56,8,Mid-Range
1455,4,2,Urban,1995,181037.8866,124.42,30,Budget
1258,2,1,Suburb,2004,106129.9317,84.36,21,Budget
2127,3,1,Urban,2009,182724.8596,85.91,16,Budget
1430,5,2,Rural,1966,151628.5429,106.03,59,Budget
2405,5,3,Rural,1951,317088.2294,131.85,74,High-End
1468,2,1,Urban,1954,163513.2264,111.39,71,Budget
2536,4,2,Suburb,1960,275884.3106,108.79,65,High-End
2964,3,2,Urban,1983,203984.2463,68.82,42,Mid-Range
2973,2,3,Rural,2019,333711.0939,112.25,6,High-End
2969,5,3,Urban,1972,372500.2793,125.46,53,High-End
2230,5,3,Urban,2010,254880.9343,114.3,15,Mid-Range
1646,5,1,Urban,1966,222341.3222,135.08,59,Mid-Range
1446,2,1,Rural,2020,212514.7078,146.97,5,Mid-Range
1782,5,1,Rural,2019,203841.4672,114.39,6,Mid-Range
2112,3,2,Suburb,1985,189966.8547,89.95,40,Mid-Range
1194,5,2,Urban,1987,205777.0946,172.34,38,Mid-Range
2437,2,2,Suburb,2009,349616.5777,143.46,16,High-End
2145,2,1,Urban,2014,194657.5476,90.75,11,Mid-Range
1461,5,2,Urban,1980,193649.7122,132.55,45,Mid-Range
2139,2,2,Urban,1971,180720.9885,84.49,54,Budget
1195,4,1,Rural,1989,174271.4931,145.83,36,Budget
1035,2,2,Suburb,1990,66110.58237,63.87,35,Budget
1066,4,1,Urban,1976,83512.0535,78.34,49,Budget
1644,2,2,Urban,2014,166878.2082,101.51,11,Budget
2304,2,3,Rural,2001,182301.1988,79.12,24,Budget
2502,2,1,Rural,2002,212156.7807,84.79,23,Mid-Range
2034,5,2,Rural,1983,155660.2337,76.53,42,Budget
2991,2,2,Rural,1971,276863.899,92.57,54,High-End
2753,3,3,Suburb,1998,274051.6523,99.55,27,High-End
1321,5,3,Rural,1954,197419.7922,149.45,71,Mid-Range
2691,4,2,Suburb,1959,224321.584,83.36,66,Mid-Range
1239,3,3,Rural,2006,188100.9833,151.82,19,Budget
2016,3,3,Rural,2004,204150.9197,101.27,21,Mid-Range
2083,3,3,Urban,1970,207511.0257,99.62,55,Mid-Range
1649,3,3,Urban,2015,153916.2848,93.34,10,Budget
1561,2,2,Suburb,1996,203933.8549,130.64,29,Mid-Range
2702,2,3,Suburb,1985,249141.54,92.21,40,Mid-Range
1164,3,3,Urban,1982,186502.3532,160.23,43,Budget
1830,5,1,Rural,1966,128716.9054,70.34,59,Budget
1188,3,3,Urban,1961,160483.1835,135.09,64,Budget
2510,4,2,Rural,1962,359695.0301,143.3,63,High-End
1091,3,1,Rural,1995,107835.4989,98.84,30,Budget
2829,2,3,Rural,2014,363134.6397,128.36,11,High-End
2911,4,1,Rural,1989,290474.6864,99.79,36,High-End
1288,5,1,Urban,1997,134919.9436,104.75,28,Budget
2532,3,2,Suburb,2006,382422.0223,151.04,19,High-End
2098,4,2,Suburb,1987,221726.0432,105.68,38,Mid-Range
2580,3,3,Suburb,1998,308422.5819,119.54,27,High-End
2451,5,1,Suburb,1989,311791.9637,127.21,36,High-End
2408,5,1,Rural,2001,317445.0183,131.83,24,High-End
2076,4,1,Rural,1981,212025.6259,102.13,44,Mid-Range
1174,5,2,Suburb,1962,164291.4656,139.94,63,Budget
2696,4,2,Suburb,2014,243958.6018,90.49,11,Mid-Range
2602,5,2,Urban,1985,256162.2568,98.45,40,Mid-Range
1473,2,2,Rural,1991,133680.8097,90.75,34,Budget
2934,4,3,Rural,1961,318949.8967,108.71,64,High-End
2384,3,3,Urban,2017,269490.6058,113.04,8,High-End
1269,4,1,Rural,2016,186981.8773,147.35,9,Budget
1406,5,3,Suburb,1951,238835.6998,169.87,74,Mid-Range
2147,5,1,Suburb,2017,259492.2146,120.86,8,Mid-Range
1693,5,1,Rural,2017,312909.4344,184.83,8,High-End
1375,3,2,Rural,1957,162997.3327,118.54,68,Budget
2415,3,2,Rural,2004,265396.5634,109.9,21,High-End
1181,5,3,Urban,1982,213552.8735,180.82,43,Mid-Range
1035,2,3,Suburb,1971,132902.6233,128.41,54,Budget
2235,4,3,Urban,2005,274269.0915,122.72,20,High-End
2919,5,1,Urban,2007,337632.4941,115.67,18,High-End
2971,2,1,Urban,1977,299480.6558,100.8,48,High-End
1133,3,2,Rural,1978,71992.81629,63.54,47,Budget
1864,5,3,Urban,1997,270763.3385,145.26,28,High-End
1923,4,2,Urban,2013,281044.34,146.15,12,High-End
1689,4,3,Urban,1986,263519.8193,156.02,39,High-End
2701,3,3,Suburb,1962,294794.2831,109.14,63,High-End
2949,5,2,Rural,2019,322731.2187,109.44,6,High-End
1490,5,1,Suburb,2016,109776.7596,73.68,9,Budget
2872,5,3,Urban,1952,248422.8899,86.5,73,Mid-Range
1840,2,2,Rural,2013,190380.4318,103.47,12,Mid-Range
1987,2,3,Rural,2008,290293.1594,146.1,17,High-End
2461,5,1,Suburb,1996,224624.3319,91.27,29,Mid-Range
1838,4,2,Urban,1951,155086.1207,84.38,74,Budget
2069,2,1,Rural,2010,214531.6778,103.69,15,Mid-Range
1667,4,3,Urban,2004,177766.1826,106.64,21,Budget
2424,2,1,Urban,1966,257531.8332,106.24,59,Mid-Range
2511,3,3,Urban,2007,249229.1114,99.25,18,Mid-Range
2019,3,3,Rural,1992,266254.4883,131.87,33,High-End
1431,3,3,Urban,2013,130951.5842,91.51,12,Budget
2451,4,2,Urban,1995,324514.0024,132.4,30,High-End
1747,4,1,Suburb,2018,147853.7834,84.63,7,Budget
1827,5,1,Urban,2010,182907.7501,100.11,15,Budget
2595,5,2,Rural,1989,283842.3364,109.38,36,High-End
1516,3,2,Suburb,1954,106128.1779,70.01,71,Budget
2988,3,1,Suburb,1982,281226.7181,94.12,43,High-End
1461,2,3,Suburb,2011,237678.5097,162.68,14,Mid-Range
1965,3,1,Suburb,1975,183058.4391,93.16,50,Budget
2926,3,3,Urban,1976,309979.5518,105.94,49,High-End
1180,3,3,Suburb,2012,120584.9021,102.19,13,Budget
1144,4,1,Urban,1951,194996.5683,170.45,74,Mid-Range
2850,4,2,Rural,1995,305963.2377,107.36,30,High-End
2288,3,2,Urban,1969,259662.645,113.49,56,Mid-Range
1734,2,3,Suburb,1986,161882.8693,93.36,39,Budget
1405,2,1,Urban,1988,223351.3205,158.97,37,Mid-Range
1812,5,1,Rural,1993,230334.2454,127.12,32,Mid-Range
1968,3,2,Rural,1964,248908.2884,126.48,61,Mid-Range
1954,4,1,Suburb,1980,224411.0647,114.85,45,Mid-Range
2871,3,2,Suburb,1999,280256.9272,97.62,26,High-End
1483,2,3,Urban,1956,137153.0485,92.48,69,Budget
1481,4,1,Urban,1988,230010.459,155.31,37,Mid-Range
2260,4,1,Rural,1950,315101.4213,139.43,75,High-End
2548,4,2,Suburb,1956,263239.457,103.31,69,High-End
1338,5,3,Urban,2020,194178.0217,145.13,5,Mid-Range
1267,3,3,Rural,1958,114026.5468,90,67,Budget
2955,3,2,Rural,2008,317617.4136,107.48,17,High-End
1265,3,3,Urban,1972,81012.34037,64.04,53,Budget
1527,2,1,Rural,2001,137399.137,89.98,24,Budget
2115,4,1,Rural,1987,217066.5203,102.63,38,Mid-Range
2271,4,2,Urban,1967,306636.3688,135.02,58,High-End
2042,2,3,Suburb,1965,254656.7033,124.71,60,Mid-Range
1871,5,3,Urban,1995,176045.3292,94.09,30,Budget
2413,2,1,Suburb,1954,261669.6737,108.44,71,High-End
2411,4,2,Suburb,1995,250285.7512,103.81,30,Mid-Range
1925,5,2,Suburb,2018,160499.5774,83.38,7,Budget
2638,5,1,Suburb,1992,244898.0815,92.83,33,Mid-Range
2118,4,1,Urban,2005,176833.2797,83.49,20,Budget
1429,2,3,Urban,2017,136843.2927,95.76,8,Budget
1794,3,2,Urban,2020,256898.5764,143.2,5,Mid-Range
1940,3,1,Rural,2019,215685.6931,111.18,6,Mid-Range
2748,3,2,Rural,1993,301132.5063,109.58,32,High-End
2060,2,2,Urban,1966,254175.9827,123.39,59,Mid-Range
2416,4,3,Suburb,1963,286887.0477,118.74,62,High-End
2596,2,1,Suburb,2015,186412.1039,71.81,10,Budget
2314,3,3,Urban,2009,257830.1186,111.42,16,Mid-Range
2897,3,1,Urban,2015,305544.6193,105.47,10,High-End
1302,3,1,Rural,1952,125600.3946,96.47,73,Budget
2779,2,2,Rural,1989,304189.4864,109.46,36,High-End
2940,2,1,Urban,1989,239724.2196,81.54,36,Mid-Range
1400,3,2,Rural,1954,202717.8062,144.8,71,Mid-Range
1822,5,1,Rural,1992,163920.2528,89.97,33,Budget
1343,3,1,Suburb,1950,95594.76784,71.18,75,Budget
1862,4,2,Urban,1965,182342.4973,97.93,60,Budget
1517,2,3,Suburb,1974,186326.0042,122.83,51,Budget
2400,5,2,Suburb,2010,213481.4345,88.95,15,Mid-Range
2954,5,1,Urban,1958,254001.7167,85.99,67,Mid-Range
2841,4,3,Urban,2018,304432.3394,107.16,7,High-End
1164,3,1,Suburb,1979,54083.63745,46.46,46,Budget
2036,3,3,Urban,1957,271051.4521,133.13,68,High-End
1024,3,3,Suburb,1977,131753.4679,128.67,48,Budget
2759,4,1,Urban,2001,331177.3236,120.04,24,High-End
2146,2,1,Suburb,1970,143498.7243,66.87,55,Budget
1128,2,3,Urban,1967,129590.1654,114.88,58,Budget
1816,4,3,Suburb,1959,107798.2176,59.36,66,Budget
2657,2,1,Rural,2019,279549.2807,105.21,6,High-End
2570,4,1,Rural,2007,240464.0744,93.57,18,Mid-Range
2017,4,2,Suburb,1963,354114.4878,175.56,62,High-End
1594,5,1,Suburb,2002,148345.2364,93.06,23,Budget
2332,5,2,Suburb,2003,265964.7829,114.05,22,High-End
1435,2,1,Urban,2006,65740.72977,45.81,19,Budget
1181,5,2,Rural,1954,96596.31758,81.79,71,Budget
2611,2,1,Urban,1984,193748.6316,74.2,41,Mid-Range
1615,4,3,Suburb,2012,181749.6663,112.54,13,Budget
1743,2,2,Suburb,1957,296902.1263,170.34,68,High-End
2838,5,1,Suburb,1984,240749.157,84.83,41,Mid-Range
1042,2,2,Urban,2014,6360.211403,6.1,11,Budget
1403,5,2,Suburb,1975,222402.613,158.52,50,Mid-Range
2952,4,2,Suburb,1981,356214.0607,120.67,44,High-End
1604,3,2,Rural,1983,167450.7042,104.4,42,Budget
1655,4,1,Urban,1962,158836.0688,95.97,63,Budget
2789,5,2,Rural,1987,319295.2499,114.48,38,High-End
2613,2,1,Rural,2016,351618.1931,134.56,9,High-End
1262,5,2,Rural,2015,106465.8715,84.36,10,Budget
1069,5,3,Rural,1992,170834.0153,159.81,33,Budget
1660,3,1,Rural,2017,195242.7802,117.62,8,Mid-Range
2315,2,1,Rural,1962,279094.0273,120.56,63,High-End
2237,5,1,Suburb,1988,227155.4409,101.54,37,Mid-Range
1871,4,1,Rural,1965,241860.3398,129.27,60,Mid-Range
1821,4,2,Rural,1991,266147.8881,146.15,34,High-End
1146,5,3,Rural,1997,228962.7787,199.79,28,Mid-Range
1024,5,3,Suburb,1975,107035.1363,104.53,50,Budget
2346,5,3,Suburb,2003,367265.2106,156.55,22,High-End
2132,5,3,Suburb,1970,218082.601,102.29,55,Mid-Range
1692,4,1,Rural,2007,207192.1438,122.45,18,Mid-Range
1250,3,3,Urban,1965,208193.2572,166.55,60,Mid-Range
1481,5,3,Urban,2000,215473.4169,145.49,25,Mid-Range
1714,2,3,Suburb,1962,144194.9042,84.13,63,Budget
1815,3,1,Urban,2004,142462.2494,78.49,21,Budget
1681,4,1,Suburb,1985,160279.4074,95.35,40,Budget
1174,5,2,Urban,1955,182543.2055,155.49,70,Budget
2370,5,2,Suburb,1988,250313.0688,105.62,37,Mid-Range
2193,5,3,Urban,1955,235356.3785,107.32,70,Mid-Range
1001,5,1,Suburb,1954,153266.593,153.11,71,Budget
2669,2,1,Urban,1991,263245.6534,98.63,34,High-End
1638,5,2,Rural,1963,161561.5269,98.63,62,Budget
2581,4,3,Urban,1991,351784.1927,136.3,34,High-End
1705,2,1,Urban,1992,162194.4921,95.13,33,Budget
1361,3,2,Suburb,2021,92669.95916,68.09,4,Budget
2744,3,2,Rural,1957,305346.8674,111.28,68,High-End
2319,3,3,Rural,2004,303984.451,131.08,21,High-End
1569,5,3,Suburb,1987,136851.6889,87.22,38,Budget
1589,3,1,Urban,1960,170997.6873,107.61,65,Budget
1201,2,1,Rural,2019,106591.6952,88.75,6,Budget
2004,2,2,Suburb,1983,247528.3264,123.52,42,Mid-Range
2312,3,1,Rural,1992,231984.3891,100.34,33,Mid-Range
2085,3,3,Suburb,1965,157445.9924,75.51,60,Budget
2525,2,1,Urban,1953,248352.7894,98.36,72,Mid-Range
2803,4,1,Suburb,2002,337560.145,120.43,23,High-End
1125,3,1,Rural,1989,129557.6633,115.16,36,Budget
1991,2,3,Urban,1987,196713.6952,98.8,38,Mid-Range
1048,3,1,Rural,2010,60982.42397,58.19,15,Budget
2623,2,1,Urban,1978,265097.9356,101.07,47,High-End
1845,5,3,Suburb,1987,206850.7332,112.11,38,Mid-Range
2796,3,3,Suburb,2000,263858.1087,94.37,25,High-End
1178,3,1,Suburb,2005,192664.6604,163.55,20,Mid-Range
2604,4,1,Suburb,1966,290404.7968,111.52,59,High-End
2902,4,3,Rural,1960,212481.4228,73.22,65,Mid-Range
2951,4,2,Suburb,2012,231373.677,78.41,13,Mid-Range
1492,4,2,Suburb,1957,257783.1449,172.78,68,Mid-Range
2456,3,3,Suburb,1952,263456.3335,107.27,73,High-End
1571,3,2,Suburb,1993,172775.0132,109.98,32,Budget
1301,4,2,Urban,1964,221489.829,170.25,61,Mid-Range
1963,4,3,Urban,1983,268052.8617,136.55,42,High-End
2784,3,2,Rural,1975,273138.8457,98.11,50,High-End
1989,5,3,Urban,2011,270157.5508,135.83,14,High-End
2192,2,2,Rural,1966,318985.7403,145.52,59,High-End
1976,4,1,Rural,1998,262583.8015,132.89,27,High-End
2986,2,1,Urban,1956,311954.4138,104.47,69,High-End
1268,5,3,Rural,1975,132590.2873,104.57,50,Budget
2387,5,3,Rural,1991,270483.4138,113.32,34,High-End
1623,5,2,Suburb,1964,256181.5777,157.84,61,Mid-Range
1099,3,3,Suburb,1984,145540.3941,132.43,41,Budget
2937,2,2,Urban,1967,370856.4372,126.27,58,High-End
1214,5,3,Suburb,2011,110530.0087,91.05,14,Budget
1624,4,3,Rural,1987,166666.7666,102.63,38,Budget
1096,5,3,Rural,2004,81906.7197,74.73,21,Budget
1818,4,1,Urban,1972,305424.4758,168,53,High-End
1629,4,1,Suburb,2003,235237.1014,144.41,22,Mid-Range
1547,5,2,Rural,1972,121427.9924,78.49,53,Budget
1336,4,3,Urban,1983,151531.8082,113.42,42,Budget
1358,4,3,Suburb,1950,125967.9511,92.76,75,Budget
2313,3,1,Suburb,1957,254275.071,109.93,68,Mid-Range
2419,2,1,Urban,1957,259273.0873,107.18,68,Mid-Range
2924,3,1,Rural,1956,392727.4227,134.31,69,High-End
1815,3,2,Rural,1984,227571.8106,125.38,41,Mid-Range
1359,3,3,Rural,2012,178919.5298,131.66,13,Budget
2014,2,2,Suburb,1966,280118.0401,139.09,59,High-End
1346,2,1,Rural,1986,225892.574,167.83,39,Mid-Range
2147,5,1,Rural,1952,251932.8439,117.34,73,Mid-Range
1551,3,2,Urban,1967,90801.23835,58.54,58,Budget
2676,2,1,Suburb,2010,320284.4766,119.69,15,High-End
1537,5,3,Suburb,2006,91106.39298,59.28,19,Budget
1653,3,3,Rural,1958,163516.1033,98.92,67,Budget
2887,3,3,Suburb,1957,373923.0098,129.52,68,High-End
2930,4,1,Urban,2017,340408.2073,116.18,8,High-End
1421,2,1,Rural,1999,58890.6862,41.44,26,Budget
1335,4,2,Rural,1950,189947.7853,142.28,75,Mid-Range
2526,3,1,Rural,1963,274821.729,108.8,62,High-End
1056,3,1,Rural,2004,113630.9778,107.61,21,Budget
2685,3,3,Urban,1988,332659.3487,123.9,37,High-End
2016,5,1,Urban,1958,227879.871,113.04,67,Mid-Range
2902,4,1,Suburb,2021,265989.8825,91.66,4,High-End
1911,4,3,Rural,1970,230066.458,120.39,55,Mid-Range
1716,3,2,Urban,1992,131283.0011,76.51,33,Budget
2099,4,3,Urban,2008,161559.2975,76.97,17,Budget
2489,3,1,Urban,2020,279695.298,112.37,5,High-End
1284,3,1,Urban,1965,165826.6931,129.15,60,Budget
1721,4,2,Urban,1981,271367.4721,157.68,44,High-End
1385,2,2,Rural,1999,139681.6526,100.85,26,Budget
1949,3,3,Suburb,1984,200122.2945,102.68,41,Mid-Range
1769,3,3,Suburb,1972,144974.6168,81.95,53,Budget
2282,4,2,Suburb,1950,179122.6911,78.49,75,Budget
2500,4,3,Urban,1980,176234.1858,70.49,45,Budget
2719,4,3,Rural,2020,319874.3131,117.64,5,High-End
1839,3,1,Rural,1997,242569.5189,131.9,28,Mid-Range
1010,2,2,Rural,1976,160841.4497,159.25,49,Budget
1971,2,3,Rural,1951,230213.1703,116.8,74,Mid-Range
1671,2,2,Urban,1971,164636.7125,98.53,54,Budget
1259,3,2,Rural,1972,129905.2608,103.18,53,Budget
1392,4,1,Suburb,1999,122149.5564,87.75,26,Budget
1599,2,2,Suburb,2007,236677.3663,148.02,18,Mid-Range
